customer_id,age,gender,location,monthly_income,monthly_emi_outflow,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,total_credit_limit,months_since_last_default,target_credit_score_movement
64215,51,Female,Semi-Urban,74475,22810,165581,0.32,1,100,56,1,28566,28831,311463,22.0,stable
90146,59,Female,Urban,62929,35222,67649,0.76,2,22,85,0,12998,40492,382733,25.0,increase
83973,48,Female,Urban,64193,27365,225241,0.71,1,60,40,1,0,36886,267357,4.0,increase
22521,45,Male,Urban,80605,23752,243350,0.52,3,97,29,1,25412,76787,779930,8.0,decrease
34028,39,Female,Rural,38715,11092,142893,0.37,2,66,73,3,3585,58822,378605,48.0,decrease
49328,24,Male,Urban,36011,8780,119606,0.65,3,57,18,2,6334,52251,160067,27.0,decrease
37301,54,Male,Rural,55421,14773,223701,0.29,3,36,29,0,20255,69097,416921,21.0,increase
48015,52,Female,Urban,51935,14659,75376,0.82,2,28,74,0,14262,99380,179777,8.0,decrease
97276,45,Male,Urban,52317,12679,58834,0.57,0,90,74,2,14666,13978,323797,19.0,decrease
46845,42,Female,Semi-Urban,43906,6615,97626,0.34,4,36,37,4,9518,37766,330807,52.0,increase
96818,48,Female,Urban,37526,12850,165827,0.57,3,49,67,2,9874,34449,172880,35.0,decrease
86394,38,Male,Urban,46993,15317,226358,0.65,4,60,35,4,26405,79079,381048,47.0,decrease
54159,27,Female,Urban,41630,19269,81088,0.4,3,64,50,0,30631,87288,386738,6.0,stable
53714,31,Female,Rural,66658,37187,159786,0.86,2,56,41,1,32975,57727,482231,48.0,decrease
90722,62,Female,Rural,50307,20432,244973,0.89,0,19,66,5,15620,54441,445492,59.0,stable
35230,31,Male,Urban,66774,31057,150265,0.45,1,13,14,3,27516,52720,224381,31.0,increase
59262,29,Other,Urban,35876,12740,125395,0.29,2,24,13,2,20721,45814,202894,55.0,decrease
51722,55,Male,Semi-Urban,51253,15488,99911,0.21,4,9,73,4,18169,51253,436394,38.0,increase
56359,57,Female,Urban,40240,5029,178753,0.24,4,14,35,2,22776,30214,305181,2.0,decrease
72796,43,Male,Urban,46413,13446,179989,0.14,1,68,54,1,15748,24488,422622,53.0,stable
50159,53,Female,Semi-Urban,64674,23018,108068,0.38,3,1,23,1,25274,72735,400318,,increase
97052,21,Male,Urban,72251,18233,231202,0.34,3,40,27,2,17388,0,385550,5.0,increase
15239,40,Female,Rural,70372,19969,198595,0.29,2,8,72,3,23579,63941,565501,22.0,stable
60886,25,Female,Semi-Urban,36766,10074,150043,0.25,0,15,9,2,21169,42982,289416,5.0,increase
37195,49,Male,Rural,61300,22938,239722,0.93,1,78,8,3,24934,82891,410418,2.0,stable
44674,46,Male,Semi-Urban,37554,21809,141498,0.56,3,13,73,1,11333,8217,130242,18.0,decrease
28105,58,Male,Semi-Urban,61757,12229,236127,0.13,0,32,89,0,21473,90315,263603,4.0,increase
39739,23,Male,Urban,33040,9159,151081,0.45,1,65,26,3,25032,11301,120809,8.0,decrease
41969,41,Female,Urban,54885,32816,224312,0.93,2,30,66,0,19429,31153,357910,12.0,stable
24497,33,Female,Semi-Urban,36492,10666,117933,0.75,3,11,74,2,28935,80732,251561,8.0,increase
11816,51,Male,Urban,65007,32088,294986,0.18,1,89,54,1,34493,21126,407792,2.0,stable
69254,37,Female,Urban,35320,10492,85067,0.53,2,4,18,2,9895,71202,116850,32.0,increase
97695,55,Male,Urban,56463,19554,253910,0.19,1,53,31,2,26581,82206,346168,49.0,increase
79385,43,Female,Urban,59823,29087,205969,0.6,3,75,22,1,26413,41003,188070,,increase
97148,23,Female,Urban,41673,15663,177958,0.13,1,92,68,3,21870,50395,142154,3.0,increase
43826,22,Female,Rural,43540,14645,166262,0.8,1,52,62,2,24027,38754,278356,25.0,increase
73365,23,Female,Urban,54698,9217,117291,0.45,2,71,89,3,9967,90828,299876,,increase
94242,40,Female,Semi-Urban,63454,38040,315809,0.99,2,15,4,2,26959,19,606525,54.0,stable
60100,64,Female,Urban,74793,14473,159456,0.14,1,77,31,2,7919,26778,590324,48.0,decrease
14359,29,Other,Semi-Urban,63943,20801,203240,0.46,4,11,41,2,269,2988,589829,28.0,stable
22809,24,Female,Urban,66290,27335,140508,0.6,2,87,82,3,27831,63238,406548,41.0,increase
74450,45,Male,Semi-Urban,57628,7273,164054,0.32,2,31,33,0,12721,54474,514575,59.0,increase
48428,21,Female,Semi-Urban,47701,9223,164927,0.34,2,93,4,3,22459,25738,263611,25.0,decrease
82790,59,Male,Rural,57207,28650,107202,0.4,4,74,20,1,12638,52869,521449,55.0,stable
12093,32,Female,Urban,50127,21168,156140,0.12,0,1,51,0,30793,47561,377057,24.0,increase
54498,60,Female,Rural,57950,17563,250255,1.0,2,79,64,1,26863,33415,579314,28.0,decrease
50985,60,Female,Semi-Urban,15274,6206,69211,0.25,3,99,77,0,26120,84133,113235,11.0,decrease
42009,44,Female,Rural,72508,23332,156369,0.22,0,56,57,3,12941,43971,527218,20.0,stable
92094,29,Male,Rural,79931,29329,130041,0.79,3,77,6,2,31630,105437,475024,19.0,decrease
27718,40,Male,Semi-Urban,31107,9801,71542,0.39,2,9,35,0,38349,52910,198009,9.0,increase
26705,25,Male,Rural,64298,7877,116710,0.78,2,26,83,0,29676,74625,252005,8.0,increase
97618,40,Female,Urban,66760,17602,261267,0.65,1,71,50,4,22375,58353,239512,35.0,increase
72598,41,Female,Urban,52822,18497,255744,0.62,1,68,57,3,21442,103621,217849,18.0,increase
87878,22,Female,Urban,20015,6867,45547,0.78,2,81,44,1,7932,79340,124800,18.0,increase
22239,41,Female,Rural,45815,6028,103519,0.93,1,60,20,3,20092,32765,222617,58.0,stable
56622,62,Female,Urban,39810,19515,152355,0.53,0,0,36,0,17124,42091,306550,25.0,increase
56665,44,Male,Rural,72499,20918,270993,0.89,2,15,46,3,20323,92965,675986,19.0,stable
42274,29,Male,Urban,49818,26463,136758,0.67,0,59,5,1,24922,48186,224616,,decrease
21419,59,Male,Semi-Urban,54792,16665,123655,0.89,2,86,65,3,17699,6159,478925,0.0,increase
25003,50,Male,Rural,62517,31902,182693,0.59,3,66,55,2,20462,39406,244347,44.0,stable
40866,38,Male,Semi-Urban,47628,10918,181503,0.59,0,50,23,2,16084,72034,365446,26.0,decrease
31988,64,Male,Rural,40058,23010,106477,0.73,5,25,34,2,18792,54819,353519,26.0,stable
65894,63,Male,Semi-Urban,62871,13148,281375,0.73,2,6,34,0,21324,53410,282601,,decrease
15674,30,Female,Urban,54352,10286,200080,0.4,0,4,42,3,15187,69329,422995,36.0,increase
80538,61,Male,Rural,46744,10504,169184,0.43,1,83,47,1,23258,41990,289218,60.0,stable
76446,41,Male,Semi-Urban,41940,6073,159421,0.9,2,54,44,3,14144,58175,140673,29.0,decrease
39072,42,Male,Urban,16134,3013,75428,0.98,2,37,81,3,17943,22279,105183,34.0,increase
43717,37,Male,Urban,70297,10218,174995,0.69,4,27,87,2,11353,19288,588942,40.0,stable
97345,25,Female,Semi-Urban,65377,13009,187896,0.32,2,36,27,0,19997,23083,352560,2.0,increase
36651,26,Other,Semi-Urban,79484,13590,104933,0.12,0,44,38,0,13497,79932,510588,43.0,decrease
54291,30,Male,Rural,70362,34266,149060,0.37,3,59,46,1,16505,118775,588967,11.0,stable
73350,63,Male,Urban,64596,25883,145473,0.47,4,60,5,2,15101,42373,446852,16.0,increase
92020,22,Female,Rural,55820,13831,277198,0.93,2,89,4,2,21266,9519,479695,38.0,decrease
14646,27,Male,Urban,39721,4912,105255,0.74,2,98,8,0,22247,52593,393687,51.0,increase
49713,24,Female,Urban,60450,29273,105887,0.75,1,52,43,2,28861,40829,452047,25.0,increase
77936,57,Female,Urban,50311,24904,238859,0.63,1,62,46,1,16019,30630,375785,4.0,stable
54331,39,Male,Urban,71521,39131,197545,0.34,4,40,72,1,16175,46478,422589,14.0,decrease
32185,48,Male,Semi-Urban,51732,17601,106778,0.55,2,2,21,1,17121,70014,329406,6.0,increase
94263,40,Male,Urban,50265,28315,225721,0.87,1,86,80,3,10972,66898,320247,,increase
62107,50,Male,Urban,36931,17698,122761,0.97,4,30,32,1,22728,51640,139890,45.0,increase
76554,62,Male,Urban,69449,7103,245796,0.7,2,7,68,3,17904,58425,265298,29.0,increase
27563,58,Male,Semi-Urban,37284,18087,79758,0.24,4,87,9,0,17845,85346,274128,35.0,increase
80729,22,Female,Rural,59803,35442,220892,0.47,0,72,60,3,29539,61284,502098,13.0,stable
25701,23,Male,Urban,70284,33385,307088,0.11,4,77,38,1,15773,82757,553766,15.0,increase
79072,62,Male,Semi-Urban,50862,29638,179029,0.99,4,26,3,5,18956,25820,233297,43.0,stable
58217,59,Female,Rural,54421,20234,215196,0.89,4,44,63,0,19218,77783,300284,,increase
54610,45,Female,Rural,28791,8543,63161,0.85,1,12,78,2,18362,30900,227698,4.0,increase
94422,22,Male,Urban,29940,11264,144566,0.48,3,19,33,1,28087,55397,232380,51.0,increase
60131,59,Female,Urban,32581,3289,127612,0.57,1,58,54,0,13705,118172,215729,21.0,decrease
39410,35,Female,Semi-Urban,63031,21689,119743,0.79,4,88,36,1,13611,21258,242630,7.0,decrease
68715,23,Female,Semi-Urban,35497,15081,70496,0.11,3,76,31,0,21490,49603,118727,17.0,stable
48665,25,Male,Semi-Urban,63735,24884,302790,0.71,1,1,12,1,10251,9324,377656,,increase
25957,60,Male,Urban,31308,9054,87153,0.56,0,16,81,2,21218,22631,301304,17.0,increase
58127,56,Other,Urban,48538,28118,112661,0.91,0,54,77,0,15159,66652,161739,16.0,stable
73589,60,Male,Semi-Urban,40972,20387,117736,0.75,4,76,39,4,17230,73908,242941,29.0,decrease
56008,58,Female,Urban,45275,23677,115682,0.11,2,61,90,4,19093,106555,172404,53.0,decrease
71920,57,Male,Semi-Urban,69815,20701,269288,0.12,4,89,54,1,20085,76277,269132,47.0,stable
42875,47,Female,Semi-Urban,18113,2923,44757,0.68,3,29,11,2,17206,31057,152822,8.0,increase
11626,25,Male,Semi-Urban,73055,14521,89626,0.49,2,7,52,0,25496,79625,409479,39.0,increase
73822,37,Male,Semi-Urban,56946,18165,60513,0.47,1,80,30,0,8132,43724,474429,59.0,stable
81765,58,Female,Urban,32119,7951,159308,0.95,1,54,1,4,29648,47747,218548,52.0,decrease
82413,61,Female,Urban,61899,18868,233683,0.51,1,19,76,0,20262,33669,403777,54.0,stable
43642,32,Male,Urban,41630,9160,81393,0.14,1,98,30,0,10804,41105,194841,34.0,decrease
48311,62,Male,Rural,46792,28010,171928,0.75,0,86,76,1,23254,45874,398109,34.0,decrease
42356,51,Male,Semi-Urban,71395,18591,324900,0.17,3,80,45,2,21876,65298,369322,12.0,decrease
13809,53,Male,Urban,31179,6555,122169,0.65,0,3,79,3,29542,62434,289850,19.0,stable
53371,63,Male,Urban,48695,23619,187795,0.41,2,67,67,3,16641,56175,274286,38.0,increase
44875,49,Other,Urban,61374,19060,225048,0.91,2,19,57,0,18835,38725,419618,27.0,decrease
19465,58,Female,Semi-Urban,38793,6178,158838,0.78,2,33,29,2,21712,74197,289713,,decrease
76095,23,Female,Urban,21017,3513,61884,0.94,0,29,27,1,26874,25503,175716,60.0,increase
83844,58,Female,Semi-Urban,35960,12513,60987,0.36,0,92,6,1,15709,83626,166829,42.0,stable
75250,61,Other,Semi-Urban,57110,17836,117960,0.97,3,53,64,1,12912,51080,293501,19.0,increase
96889,60,Female,Semi-Urban,16948,4905,61784,0.54,2,58,27,0,15569,78296,122021,5.0,stable
25250,50,Female,Semi-Urban,20219,9247,34566,0.58,1,12,85,2,22791,34087,83347,14.0,stable
56023,42,Male,Urban,55939,30906,105702,0.26,2,44,69,0,27034,61952,466901,,decrease
56624,58,Female,Rural,33543,13873,139919,0.2,3,84,52,0,31534,72462,334065,50.0,decrease
26427,52,Female,Urban,64970,25109,200858,0.43,2,87,76,1,32381,61995,354080,6.0,increase
43276,63,Male,Semi-Urban,57937,19134,68825,0.65,1,48,29,0,21667,58450,566375,8.0,stable
81643,30,Female,Urban,44376,18555,143315,0.75,1,13,9,0,18235,104190,194147,50.0,stable
89012,52,Male,Rural,61284,33715,130696,0.7,4,43,17,3,29871,17017,216948,,stable
13439,63,Male,Semi-Urban,51736,11578,116501,0.23,0,27,58,4,12083,96534,197505,17.0,stable
95848,24,Male,Urban,49244,27931,82644,0.13,6,75,80,1,28584,82127,301271,23.0,stable
97331,49,Female,Semi-Urban,54359,28838,93591,0.73,3,67,40,2,26981,42016,423520,0.0,decrease
88672,28,Female,Semi-Urban,45288,14507,139486,0.31,2,29,71,2,20890,60230,396920,13.0,decrease
89703,40,Male,Urban,55162,6831,161834,0.24,3,3,3,2,21400,109245,195769,,stable
27300,27,Male,Urban,30083,12465,89593,0.99,1,92,37,1,26222,45081,297047,5.0,stable
70289,21,Female,Urban,83738,15821,162328,0.82,2,67,89,0,3134,51256,411207,9.0,increase
27182,45,Male,Rural,66302,8148,225387,0.18,2,64,80,0,20436,54586,533008,12.0,increase
80507,46,Female,Urban,56051,15858,215463,0.31,1,49,33,0,5151,69606,383915,3.0,stable
60912,29,Male,Urban,67134,35499,319927,0.82,6,98,34,2,25064,32579,405265,11.0,increase
36909,43,Male,Rural,67547,11641,314930,0.22,0,61,26,1,20254,25702,267739,35.0,decrease
29659,60,Male,Urban,49417,27915,222837,0.83,0,41,61,4,27872,37758,301143,5.0,increase
41403,22,Female,Urban,37602,4973,66187,0.19,0,6,1,0,20911,36945,271297,60.0,stable
43586,46,Male,Semi-Urban,31407,3398,141724,0.18,0,26,51,1,22767,29668,256096,40.0,stable
20360,34,Female,Rural,62182,8981,132999,0.5,2,18,0,2,28207,14806,423188,7.0,increase
31424,64,Female,Semi-Urban,71851,19413,156117,0.51,2,94,32,1,14718,7055,229339,30.0,stable
58791,51,Male,Rural,42157,16356,108279,0.87,3,27,52,2,16287,62799,274548,52.0,decrease
13065,46,Female,Urban,55305,30500,56406,0.32,2,98,46,1,13128,40975,209764,22.0,increase
78795,39,Female,Semi-Urban,67268,32832,250445,0.59,5,33,24,1,22277,74385,565588,28.0,increase
22300,58,Male,Urban,61279,32702,183275,0.12,0,48,60,1,15152,34153,326458,4.0,increase
43370,25,Female,Semi-Urban,58943,33080,196392,0.11,0,67,73,2,32376,53260,424456,34.0,decrease
79831,26,Male,Semi-Urban,85064,22427,339809,0.78,0,30,45,3,22019,21856,326777,0.0,stable
37209,55,Female,Urban,44553,13661,197793,0.66,2,26,90,3,19217,46543,184020,30.0,increase
30927,36,Female,Semi-Urban,49240,28023,55203,0.49,1,85,8,0,16512,58742,301184,34.0,stable
44579,51,Female,Semi-Urban,37272,19506,168249,0.56,1,72,16,1,12628,22136,147440,51.0,decrease
19032,38,Male,Rural,33515,5258,132165,0.53,1,1,12,3,24576,28797,168812,31.0,increase
88413,34,Male,Rural,53689,10151,210630,0.77,2,58,31,1,8877,101893,429692,12.0,increase
50731,45,Female,Rural,32213,18049,38389,0.33,3,23,79,4,27913,56527,102628,54.0,decrease
63767,35,Female,Rural,16410,4004,19406,0.74,3,49,7,2,19975,24122,64801,9.0,decrease
82302,46,Female,Semi-Urban,43021,9828,64003,0.72,3,53,75,2,27369,0,326623,40.0,increase
59954,56,Female,Rural,46214,25003,219277,0.43,1,38,53,1,32229,112710,145010,60.0,decrease
98365,31,Female,Semi-Urban,67578,25760,212070,0.87,3,88,78,1,18898,45014,413988,,decrease
95757,57,Female,Semi-Urban,26100,9645,40924,0.81,1,90,15,3,23701,28085,162808,21.0,stable
35102,61,Female,Urban,30359,9429,30901,0.32,3,62,61,3,17585,72760,94551,27.0,increase
44433,57,Male,Urban,40470,17509,81902,0.49,0,27,7,2,19136,44835,268796,48.0,stable
25932,27,Female,Urban,44023,12436,206162,0.57,4,63,31,2,34736,53089,270327,0.0,stable
35714,38,Female,Urban,30541,18074,124762,0.61,2,44,41,0,16714,37746,154544,56.0,decrease
67803,40,Female,Urban,51359,15551,147737,0.7,2,7,61,0,17178,0,185767,55.0,decrease
49743,22,Female,Urban,54871,11029,173618,0.72,5,79,64,2,1109,45650,512900,,increase
12552,46,Male,Urban,27931,3727,103573,0.75,1,62,27,1,22827,44419,215620,52.0,increase
66627,43,Female,Semi-Urban,58360,23283,147438,0.22,0,32,36,0,26541,9602,372153,23.0,decrease
55987,52,Female,Urban,59877,25760,138819,0.34,4,32,15,0,23635,36812,391236,39.0,stable
89810,33,Male,Urban,30667,9208,92130,0.12,0,50,39,0,29773,39665,204643,58.0,increase
55380,33,Female,Semi-Urban,69283,39797,101423,0.24,0,59,63,1,26588,57835,602394,3.0,decrease
39250,37,Female,Urban,64146,7928,80181,0.91,3,42,44,3,20179,70645,240681,15.0,decrease
78344,45,Male,Semi-Urban,40335,14796,92564,0.23,2,42,59,0,20037,39276,149296,0.0,increase
74686,42,Female,Semi-Urban,38006,17948,121117,0.82,2,97,81,1,21943,33063,258601,8.0,stable
55028,47,Female,Urban,26067,8486,71991,0.78,3,86,61,0,29621,51982,237052,,increase
25295,37,Male,Semi-Urban,28425,11973,120669,0.93,4,21,84,1,24004,34522,114910,28.0,increase
65248,46,Female,Urban,41968,21569,127984,0.25,1,33,78,2,19267,6219,293538,,increase
90205,58,Male,Urban,47311,22283,187319,0.94,3,30,41,0,20312,70337,367823,36.0,increase
20523,34,Male,Semi-Urban,55890,20824,171679,0.37,3,22,0,1,25830,60752,323607,39.0,increase
55530,34,Male,Semi-Urban,63073,36255,230347,0.59,3,88,36,3,15076,41587,582477,60.0,stable
23769,32,Male,Urban,33328,19973,127404,0.13,2,18,22,1,13287,23142,124392,32.0,stable
73042,25,Female,Rural,49520,19567,56565,0.34,3,99,74,3,33881,68244,434864,,stable
54645,57,Female,Urban,57770,8595,191932,0.26,1,17,72,0,23300,30789,385133,19.0,stable
72142,24,Female,Rural,60668,13347,71639,1.0,3,7,90,2,26359,74462,481916,15.0,increase
35557,49,Male,Semi-Urban,41020,19956,59051,0.11,1,48,70,0,20100,24902,262689,27.0,stable
89782,45,Female,Semi-Urban,57104,17905,168972,0.42,2,17,87,0,21151,71347,197519,45.0,decrease
88382,24,Male,Urban,58020,23815,205747,0.38,5,16,22,1,32240,57072,354126,33.0,stable
47085,36,Female,Rural,72071,8579,346315,0.83,3,31,68,0,14912,65340,525296,24.0,stable
60708,22,Male,Urban,48756,28995,196421,0.8,1,83,35,3,9094,72301,302391,34.0,stable
61357,43,Male,Rural,47311,14743,175305,0.84,2,81,19,0,13426,73300,214662,17.0,increase
23470,24,Female,Urban,39240,19168,179413,0.98,3,3,6,0,29201,10713,258214,12.0,decrease
88712,40,Male,Urban,35591,16886,160010,0.41,0,90,16,1,26670,41255,342375,12.0,stable
89082,37,Female,Semi-Urban,43479,14721,150865,0.24,4,74,33,2,27019,35934,205572,57.0,increase
16805,26,Male,Rural,30834,15686,47595,0.96,2,19,55,1,13396,35804,293037,55.0,decrease
92324,38,Male,Urban,42645,11373,152248,0.94,3,64,19,2,18414,27323,231476,,increase
72028,40,Male,Urban,29967,3838,96889,0.67,2,96,23,4,28880,31626,92981,27.0,stable
60772,59,Female,Rural,30414,8755,69405,1.0,1,48,63,1,18942,42751,99445,26.0,stable
62104,61,Female,Semi-Urban,35901,14137,39236,0.99,3,70,59,2,25527,81176,158855,51.0,increase
83616,54,Male,Urban,56289,7018,174348,0.61,1,48,46,3,19328,19034,201927,10.0,stable
99300,60,Female,Rural,59076,25842,161813,0.18,1,21,14,1,9118,0,358987,45.0,increase
16630,44,Female,Semi-Urban,48536,28207,50808,0.11,1,14,87,2,26405,54587,458917,46.0,decrease
25701,38,Male,Semi-Urban,50759,10772,152902,0.33,3,20,39,1,26546,28538,213168,38.0,stable
24859,50,Male,Urban,58609,7307,135402,0.56,1,53,90,5,7500,70964,301037,50.0,decrease
31183,21,Female,Semi-Urban,44035,6217,72016,0.75,3,62,76,2,17912,31527,412715,48.0,stable
50438,43,Female,Urban,52996,6825,59712,0.4,3,92,88,0,22990,55634,454658,47.0,decrease
52244,49,Male,Semi-Urban,35375,19486,88312,0.39,1,5,59,2,17422,83485,201725,28.0,stable
84312,61,Female,Urban,56093,10770,82229,0.44,5,81,53,0,14498,45276,371652,15.0,stable
25021,61,Other,Urban,47499,12093,201625,0.42,1,19,75,3,19871,26375,231368,58.0,increase
79863,52,Male,Urban,54342,30632,225617,0.7,2,34,86,1,12515,52843,230156,19.0,increase
65565,22,Male,Rural,44800,6069,138862,0.24,3,47,48,1,30541,28585,146876,7.0,stable
58043,56,Female,Rural,70255,28449,157571,0.4,3,68,52,1,34615,16077,481495,19.0,increase
83150,37,Male,Urban,69156,15903,144524,0.65,0,82,11,2,16691,88597,432324,7.0,stable
74361,63,Female,Semi-Urban,68969,39248,91796,0.74,1,70,58,0,21925,54275,287919,28.0,decrease
11245,22,Female,Semi-Urban,25023,2523,59631,0.15,4,49,75,0,8231,97808,172253,14.0,decrease
51011,24,Male,Urban,55552,17879,261705,0.83,2,48,4,1,12473,63359,331895,52.0,increase
20355,64,Male,Semi-Urban,74855,42538,370672,0.56,3,19,36,0,26957,17460,437074,56.0,stable
58692,54,Female,Semi-Urban,50799,20793,63299,1.0,1,89,43,2,24470,32247,414778,39.0,increase
59004,21,Male,Urban,54444,13013,94739,0.8,1,18,14,0,16555,88597,271249,55.0,increase
39714,43,Female,Urban,53622,24428,147485,0.16,1,29,50,1,25440,23138,416934,51.0,increase
27198,26,Female,Rural,82376,34409,350567,0.71,3,45,16,0,13079,28151,376068,10.0,increase
76951,36,Male,Urban,60581,15317,182170,0.72,0,28,62,1,20383,18854,239067,28.0,stable
11652,22,Male,Urban,65521,38551,74649,0.22,2,54,63,2,23896,37737,481265,32.0,increase
53625,32,Female,Rural,49227,26600,150709,0.53,3,66,15,1,17092,68236,414326,40.0,decrease
95982,47,Female,Rural,59680,27705,194482,0.92,2,83,67,2,17563,27775,484318,1.0,decrease
28740,39,Female,Urban,44748,16255,139536,0.55,0,44,6,2,23888,56500,182761,,decrease
13810,48,Male,Rural,77081,17788,350960,0.32,0,21,16,1,250,78126,473629,17.0,decrease
26569,55,Female,Rural,35856,9905,94399,0.9,2,69,81,1,16243,23503,284542,29.0,stable
89120,63,Female,Urban,32609,10857,47032,0.64,0,7,17,1,39150,57949,197591,46.0,stable
36783,24,Female,Urban,31587,3334,95235,0.48,2,93,69,1,13836,9187,128106,4.0,stable
88047,27,Male,Urban,55302,22262,104986,0.58,3,4,78,1,20494,53233,522189,8.0,increase
19471,57,Female,Semi-Urban,79220,10014,89324,0.93,0,93,27,0,13867,42094,757199,46.0,decrease
16163,45,Male,Semi-Urban,50814,16101,187550,0.29,2,6,62,2,23535,21666,373796,17.0,increase
73087,61,Female,Urban,86032,37314,247148,0.74,5,83,12,2,25552,64521,424986,19.0,decrease
72071,37,Female,Urban,71004,22846,142245,0.57,1,38,62,2,14138,73713,290898,1.0,decrease
26065,61,Female,Urban,59370,16222,70434,0.83,2,55,88,1,28453,21682,485350,,stable
93456,34,Female,Urban,32912,7021,92650,0.97,3,80,68,2,30477,56545,258902,,stable
58348,57,Female,Rural,62242,7914,101985,0.25,4,4,87,2,22296,49462,447379,11.0,increase
29154,22,Female,Urban,85665,22381,268922,0.71,3,18,61,1,24484,36084,763590,49.0,stable
30229,44,Male,Rural,66310,25470,321900,0.86,0,58,14,0,22859,57961,382328,,increase
62587,35,Male,Rural,65913,15935,231528,0.13,1,32,7,2,25790,55902,583872,58.0,decrease
59713,53,Male,Urban,38031,17444,89177,0.14,3,32,27,3,17639,73167,303418,9.0,stable
36997,32,Female,Rural,56394,17576,107292,0.25,2,49,28,3,15165,45668,209598,34.0,increase
31101,39,Male,Semi-Urban,74961,23625,177546,0.94,1,93,51,0,23058,23522,246620,26.0,stable
50391,25,Female,Semi-Urban,61175,15496,216876,0.59,1,79,36,3,32769,65928,372294,8.0,stable
85863,21,Male,Semi-Urban,31475,15019,41984,0.93,2,99,79,0,17331,46825,98655,4.0,stable
82723,63,Female,Rural,56536,15398,91532,0.13,2,30,60,0,9899,98703,257441,53.0,increase
69405,29,Female,Semi-Urban,51022,13531,148413,0.62,1,1,32,3,29739,26310,457691,30.0,stable
44948,59,Female,Semi-Urban,45511,22561,219758,0.59,5,17,44,3,25391,77246,361071,,stable
63031,54,Male,Urban,58817,16652,280315,0.26,5,99,38,0,22341,51395,294476,42.0,stable
47921,49,Female,Semi-Urban,42476,4348,42926,0.52,3,48,31,0,15039,83074,274337,33.0,decrease
82571,22,Male,Urban,56156,19199,182238,0.78,3,84,64,0,31195,26292,333933,15.0,stable
87007,39,Male,Urban,43629,7102,91822,0.31,4,84,29,0,17480,49379,302255,,decrease
38460,48,Male,Semi-Urban,41627,24462,48648,0.66,3,66,6,3,25815,14096,263803,,stable
31071,55,Female,Urban,36663,20942,140066,0.17,4,93,35,1,17614,42422,278237,1.0,increase
76118,60,Female,Semi-Urban,45940,25190,173131,0.67,1,5,33,3,21973,74815,275774,14.0,stable
58282,42,Male,Semi-Urban,53755,28887,158729,0.36,2,21,31,1,19574,9206,231335,9.0,decrease
68445,24,Other,Urban,55963,30854,183557,0.77,4,61,17,2,20185,15433,380045,12.0,increase
91067,28,Male,Rural,44605,20367,86206,0.41,3,34,37,1,25323,67813,377643,14.0,decrease
92208,21,Male,Urban,61569,7508,194786,0.94,1,58,4,3,20715,59152,332478,12.0,stable
64816,56,Female,Urban,83463,46022,88538,0.55,2,33,19,0,14441,37220,483775,31.0,increase
95779,27,Female,Rural,67700,11966,248172,0.45,3,37,48,2,22562,86186,641573,44.0,decrease
13060,45,Male,Rural,47464,10429,51165,0.73,3,24,65,0,32841,64898,208580,9.0,increase
23731,49,Male,Urban,50216,26088,127594,0.16,1,75,90,0,16501,44228,473633,,decrease
87830,21,Male,Rural,65059,26867,117037,0.79,1,34,23,1,28204,52893,604013,42.0,decrease
30719,38,Male,Rural,51481,15609,177104,1.0,1,20,27,1,29477,89495,325043,55.0,increase
57042,24,Male,Urban,60204,30570,105962,0.53,4,24,4,2,11309,35867,381113,,decrease
59116,40,Male,Urban,44791,12221,97925,0.18,0,31,29,1,24332,8744,173025,21.0,increase
36325,28,Male,Urban,73264,22502,317937,0.84,5,61,86,0,15070,51733,414062,30.0,increase
32597,47,Female,Urban,51162,5521,216177,0.38,3,63,55,1,19135,84841,207342,,decrease
77439,59,Male,Urban,52305,24975,112918,0.42,1,27,56,4,28185,53778,521357,34.0,increase
24551,55,Male,Urban,65840,12398,106397,0.62,3,38,17,0,15936,61453,528419,55.0,increase
34278,45,Male,Rural,45998,8759,121334,0.98,2,35,30,1,36650,35528,229140,,increase
25141,34,Male,Rural,49064,6282,70186,0.49,4,82,86,1,24201,51447,360548,57.0,increase
77913,64,Female,Rural,60981,25153,249523,0.52,0,58,76,1,20867,28694,355095,35.0,decrease
43615,60,Male,Urban,43532,10726,58982,0.2,1,18,44,1,20136,82764,206920,,decrease
72751,51,Male,Semi-Urban,43356,9852,95903,0.6,3,67,87,2,14926,0,322586,14.0,stable
37452,25,Male,Semi-Urban,44934,11794,203579,0.75,3,67,61,2,15217,62978,384959,12.0,stable
32725,37,Female,Semi-Urban,48241,18504,89198,0.64,2,20,66,2,20961,24793,308376,,stable
60391,30,Male,Semi-Urban,41464,23885,102131,0.28,2,31,25,0,13989,68609,157748,43.0,increase
85060,63,Male,Urban,45939,25328,159183,0.64,1,70,2,1,27505,32979,254146,0.0,increase
21698,36,Male,Semi-Urban,61182,6958,93122,0.19,1,66,22,5,17366,55692,368660,55.0,stable
96711,24,Female,Rural,76778,19360,332150,0.14,3,99,70,0,8457,84941,581975,48.0,increase
87850,25,Male,Urban,52118,15392,238251,0.24,1,97,59,1,28797,48084,440760,42.0,decrease
